"Year","trip","Sets","Avgtemp","Mintemp","Maxtemp","depth_stratum","lat"
2009,69067,69,5.8398,5.3951,6.2387,"RD1       ",51
2012,73190,107,2.9808,2.9611,3.0414,"RD3       ",53
2008,67007,18,3.5454,3.3229,3.7192,"RD3       ",48
2006,62666,85,5.7439,5.7176,5.7635,"RD1       ",54
2012,73190,47,3.2345,3.0223,3.3837,"RD3       ",50
2012,73190,76,5.5428,5.5168,5.5847,"RD1       ",51
2007,65106,51,4.135,3.7535,4.7422,"RD2       ",51
2009,69067,129,4.8527,4.6304,5.2575,"RD2       ",54
2006,62666,4,4.6317,4.4433,4.8004,"RD2       ",48
2012,73190,49,6.6865,6.5839,6.7723,"RD1       ",50
2006,62666,37,7.0302,6.9767,7.0685,"RD1       ",50
2012,73190,14,6.3298,6.0833,6.769,"RD1       ",48
2006,62666,70,6.1892,6.1074,6.322,"RD1       ",53
2012,73190,74,5.4461,4.6003,5.8231,"RD1       ",51
2011,72067,52,6.2369,6.1754,6.3206,"RD1       ",51
2006,62666,12,3.047,2.9707,3.1763,"RD3       ",48
2010,70787,127,5.6503,5.4621,6.0443,"RD1       ",53
2008,67007,13,2.9359,2.8212,3.0706,"RD3       ",48
2007,65106,12,6.0558,5.6228,6.4519,"RD1       ",48
2008,67007,60,4.4004,3.8562,4.8726,"RD2       ",51
2012,73190,56,2.8453,2.7848,2.9253,"RD3       ",51
2012,73190,112,5.3089,5.1072,5.6314,"RD1       ",54
2009,69067,14,2.7062,2.6489,2.7568,"RD3       ",48
2006,62666,53,3.7948,3.4944,4.029,"RD3       ",51
2011,72067,5,3.6403,3.5432,3.7494,"RD3       ",48
2010,70787,18,5.0485,4.909,5.3131,"RD2       ",49
2006,62666,45,6.722,6.6873,6.7752,"RD1       ",50
2012,73190,82,5.1625,4.8552,5.6291,"RD2       ",52
2012,73190,98,5.3798,5.3601,5.3996,"RD1       ",53
2007,65106,39,6.7793,6.7492,6.8169,"RD1       ",50
2008,67007,126,2.8493,2.8152,2.8994,"RD3       ",53
2006,62666,63,6.1424,5.9417,6.4986,"RD1       ",52
2006,62666,77,3.1201,2.9558,3.2246,"RD3       ",53
2010,70787,98,4.296,4.0269,4.7143,"RD2       ",52
2012,73190,58,5.982,5.6718,6.2216,"RD1       ",51
2006,62666,80,3.7277,3.5365,3.9103,"RD2       ",53
2011,72067,31,5.2425,4.9914,5.4703,"RD1       ",49
2006,62666,5,7.0854,7.0415,7.1142,"RD1       ",48
2009,69067,7,6.1343,6.0067,6.2645,"RD1       ",48
2006,62666,74,3.536,3.4711,3.6026,"RD3       ",53
2007,65106,73,3.5343,3.3294,3.6552,"RD3       ",52
2008,67007,16,2.6468,2.6296,2.6808,"RD3       ",48
2011,72067,56,3.4677,3.358,3.5729,"RD3       ",51
2009,69067,94,5.7343,5.4548,5.9391,"RD1       ",52
2007,65106,83,3.6103,3.4619,3.7613,"RD2       ",53
2010,70787,21,6.5856,6.5071,6.6775,"RD1       ",49
2009,69067,47,7.1298,7.1213,7.1524,"RD1       ",50
2011,72067,93,3.5738,3.45,3.6686,"RD3       ",53
2011,72067,112,5.7955,5.5869,5.9476,"RD1       ",54
2008,67007,63,4.0622,3.7201,4.4556,"RD2       ",51
2006,62666,95,5.1381,4.7635,5.6001,"RD2       ",52
2009,69067,74,4.3779,3.781,4.8478,"RD2       ",51
2012,73190,39,2.9268,2.7325,3.0932,"RD3       ",50
2008,67007,26,6.867,6.6979,7.0701,"RD1       ",49
2011,72067,69,2.946,2.7081,3.3329,"RD3       ",51
2011,72067,28,4.1565,4.0297,4.348,"RD2       ",49
2012,73190,71,6.1195,6.0755,6.1646,"RD1       ",51
2009,69067,48,3.7859,3.6256,3.9495,"RD3       ",50
2011,72067,58,6.1045,6.0828,6.1256,"RD1       ",51
2011,72067,79,4.1058,3.8132,4.542,"RD2       ",52
2008,67007,70,3.3819,2.8896,4.0872,"RD3       ",51
2010,70787,41,5.5895,5.3038,5.8381,"RD1       ",50
2006,62666,87,4.2008,4.0344,4.4108,"RD2       ",54
2006,62666,46,6.483,6.4332,6.5353,"RD1       ",51
2009,69067,117,5.8548,5.7727,5.9765,"RD1       ",53
2012,73190,62,4.4673,4.1505,4.8032,"RD2       ",51
2009,69067,31,4.8698,4.4383,5.2129,"RD2       ",49
2007,65106,3,4.2042,4.1148,4.4041,"RD3       ",48
2011,72067,39,3.5036,3.319,3.7283,"RD3       ",50
2011,72067,95,5.7372,5.399,6.1059,"RD1       ",53
2006,62666,69,6.4013,6.0802,6.687,"RD1       ",52
2006,62666,15,3.8618,3.7771,3.9438,"RD3       ",48
2012,73190,45,4.7233,4.5117,5.1677,"RD2       ",50
2008,67007,93,4.0561,3.6996,4.3444,"RD2       ",52
2011,72067,89,3.9472,3.8411,4.1389,"RD2       ",53
2011,72067,36,2.8403,2.6872,3.0625,"RD3       ",50
2006,62666,3,3.7366,3.6124,3.8464,"RD3       ",48
2012,73190,103,4.624,4.3644,4.9082,"RD2       ",53
2007,65106,84,3.9975,3.7378,4.1584,"RD2       ",53
2012,73190,81,5.0142,4.4485,5.6851,"RD2       ",52
2008,67007,77,6.1337,5.9785,6.2167,"RD1       ",51
2012,73190,87,5.7756,5.4338,6.2638,"RD1       ",52
2009,69067,135,2.901,2.8674,2.9351,"RD3       ",54
2009,69067,85,4.8611,4.3087,5.8774,"RD1       ",52
2006,62666,31,3.9039,3.7962,4.0368,"RD3       ",49
2010,70787,32,5.8125,5.461,6.2447,"RD1       ",49
2008,67007,24,5.6265,5.2312,6.1083,"RD2       ",49
2012,73190,91,3.2851,3.1254,3.484,"RD3       ",52
2008,67007,83,5.7993,5.3502,6.1138,"RD1       ",51
2011,72067,101,5.1874,4.994,5.348,"RD1       ",53
2011,72067,104,4.676,4.5253,4.8277,"RD2       ",53
2012,73190,32,4.7131,4.5214,4.9216,"RD2       ",49
2006,62666,91,5.3227,5.1566,5.6136,"RD1       ",54
2010,70787,1,4.2643,4.2,4.4287,"RD2       ",48
2009,69067,49,3.6547,3.3856,3.9203,"RD3       ",50
2009,69067,5,4.4523,4.2817,4.5589,"RD2       ",48
2007,65106,63,5.3375,4.7835,5.5356,"RD1       ",51
2012,73190,25,5.8923,5.6121,6.3266,"RD1       ",49
2006,62666,28,4.1584,4.0299,4.3598,"RD2       ",49
2010,70787,75,5.845,5.5185,5.9724,"RD1       ",51
2010,70787,17,2.7217,2.6846,2.8033,"RD3       ",48
2012,73190,63,3.1334,3.043,3.2208,"RD3       ",51
2011,72067,92,3.0451,2.9766,3.1021,"RD3       ",53
2007,65106,54,4.1641,3.8033,4.4578,"RD2       ",51
2006,62666,24,6.7443,6.4312,6.9999,"RD1       ",49
2007,65106,29,3.3601,3.048,3.6453,"RD3       ",50
2012,73190,100,3.3049,3.1226,3.5967,"RD3       ",53
2010,70787,23,2.996,2.8905,3.1015,"RD3       ",49
2007,65106,14,5.5284,5.1469,5.8786,"RD2       ",48
2006,62666,47,6.2702,6.2311,6.2859,"RD1       ",51
2009,69067,44,3.9048,3.6592,4.1481,"RD3       ",50
2012,73190,70,6.1507,6.0869,6.1932,"RD1       ",51
2008,67007,59,6.2066,6.1671,6.2525,"RD1       ",51
2010,70787,86,3.541,3.2497,3.8149,"RD3       ",52
2010,70787,64,5.7865,5.7051,5.9683,"RD1       ",51
2006,62666,2,3.8367,3.7702,3.9265,"RD3       ",48
2010,70787,89,3.5881,3.4498,3.8721,"RD3       ",52
2008,67007,4,4.7718,4.6197,4.9813,"RD2       ",48
2008,67007,122,2.8242,2.519,3.1595,"RD3       ",53
2009,69067,81,4.2735,3.8051,5.0632,"RD2       ",51
2008,67007,66,2.5575,2.4704,2.7964,"RD3       ",51
2010,70787,126,5.0047,4.7189,5.3128,"RD1       ",53
2011,72067,29,4.4468,4.1949,4.6898,"RD2       ",49
2009,69067,134,2.7834,2.6354,2.9034,"RD3       ",54
2012,73190,104,4.7264,4.4966,4.9933,"RD2       ",53
2009,69067,126,5.8551,5.6123,5.9783,"RD1       ",54
2012,73190,79,5.141,4.3319,5.8339,"RD2       ",51
2011,72067,10,2.8686,2.8113,2.9637,"RD3       ",48
2008,67007,115,4.6724,4.4252,4.8276,"RD2       ",53
2011,72067,57,6.3004,6.2242,6.3673,"RD1       ",51
2009,69067,39,7.0782,6.975,7.1706,"RD1       ",50
2006,62666,51,3.4104,3.1647,3.6591,"RD3       ",51
2010,70787,42,5.0904,4.698,5.3977,"RD2       ",49
2011,72067,61,3.4838,3.2778,3.8606,"RD3       ",51
2006,62666,40,6.918,6.9071,6.9411,"RD1       ",50
2010,70787,40,5.6438,5.367,5.8878,"RD1       ",50
2011,72067,30,4.7659,4.6202,4.9318,"RD2       ",49
2010,70787,103,5.7737,5.2963,6.3389,"RD1       ",53
2006,62666,75,4.0631,3.9095,4.1514,"RD2       ",53
2011,72067,62,3.7398,3.571,4.0048,"RD2       ",51
2009,69067,28,3.1278,3.0793,3.1478,"RD3       ",49
2012,73190,115,5.6302,5.3704,5.689,"RD1       ",54
2009,69067,84,5.986,5.5467,6.2485,"RD1       ",52
2009,69067,10,6.2719,5.8716,6.5819,"RD1       ",48
2012,73190,38,4.1302,3.8444,4.3387,"RD2       ",49
2012,73190,72,2.7599,2.6089,2.8684,"RD3       ",51
2012,73190,18,3.0473,2.963,3.0919,"RD3       ",48
2009,69067,101,2.84,2.7564,2.901,"RD3       ",52
2009,69067,131,4.9899,4.6743,5.5862,"RD2       ",54
2006,62666,26,3.2908,3.1954,3.447,"RD3       ",49
2007,65106,9,5.062,4.9416,5.2545,"RD2       ",48
2009,69067,21,2.6294,2.6244,2.6356,"RD3       ",48
2010,70787,48,6.339,6.2654,12.2325,"RD1       ",50
2012,73190,96,2.5464,2.4653,2.6959,"RD3       ",53
2011,72067,15,3.4579,3.3753,3.6022,"RD3       ",48
2009,69067,65,2.9845,2.8488,3.1621,"RD3       ",51
2012,73190,21,4.5267,4.3663,4.7129,"RD2       ",48
2010,70787,2,3.5858,3.5348,3.657,"RD3       ",48
2012,73190,54,6.429,6.2062,6.7086,"RD1       ",50
2012,73190,65,4.749,4.3747,5.1314,"RD2       ",51
2010,70787,51,4.9618,4.5867,5.1854,"RD2       ",50
2010,70787,121,4.8124,4.6308,4.9752,"RD2       ",53
2008,67007,50,3.0608,2.8724,3.249,"RD3       ",50
2008,67007,76,4.8362,4.41,5.6656,"RD2       ",51
2007,65106,42,6.0742,5.767,6.6842,"RD1       ",50
2009,69067,88,3.0349,2.8646,3.2619,"RD3       ",52
2011,72067,76,2.8209,2.6923,3.0345,"RD3       ",52
